name,address,tel,business_hours,url,spot
日本料理　旅館　水野,佐賀県唐津市東城内4-50,0955-72-6201,,https://tabi-sake.com/shop/%e5%94%90%e6%b4%a5%e3%80%80%e6%97%a5%e6%9c%ac%e6%96%99%e7%90%86%e3%80%80%e6%97%85%e9%a4%a8%e3%80%80%e6%b0%b4%e9%87%8e/,21.肥前国（佐賀）
道の駅桃山天下市,佐賀県唐津市鎮西町名護屋1859番地　道の駅　桃山天下市,0955-51-1051,9:00～18:00　休業日：1月1日～3日以外は年中無休,https://tabi-sake.com/shop/%e5%94%90%e6%b4%a5%e3%80%80%e9%81%93%e3%81%ae%e9%a7%85%e6%a1%83%e5%b1%b1%e5%a4%a9%e4%b8%8b%e5%b8%82/,21.肥前国（佐賀）
竹八,佐賀県佐賀市駅前中央1-11-1えきマチ一丁目内,0952-24-0777,8:00～20:00,https://tabi-sake.com/shop/%e5%94%90%e6%b4%a5%e3%80%80%e7%ab%b9%e5%85%ab/,21.肥前国（佐賀）
ありあけ酒店,佐賀県鹿島市浜町299-2　ありあけ酒店,0954-62-0882,9:00～19:00,https://tabi-sake.com/shop/21ariakesaketen/,21.肥前国（佐賀）
吉野ケ里歴史公園 レストラン・売店,佐賀県神埼郡吉野ヶ里町田手1843　吉野ヶ里歴史公園売店,0952-55-9205,9時～17時（6～8月／18時）,https://tabi-sake.com/shop/21%e5%90%89%e9%87%8e%e3%82%b1%e9%87%8c%e6%ad%b4%e5%8f%b2%e5%85%ac%e5%9c%92-%e3%83%ac%e3%82%b9%e3%83%88%e3%83%a9%e3%83%b3%e3%83%bb%e5%a3%b2%e5%ba%97/,21.肥前国（佐賀）
城跡ながお,山口県萩市堀内83‐27,0838-25-3892,9:00～17:00,https://tabi-sake.com/shop/%e8%90%a9%e3%80%80%e5%9f%8e%e8%b7%a1%e3%81%aa%e3%81%8c%e3%81%8a/,22.萩
松陰神社　売店,山口県萩市椿東1537　松陰神社境内,0838-22-1800,8:00～17:00,https://tabi-sake.com/shop/%e8%90%a9%e3%80%80%e6%9d%be%e9%99%b0%e7%a5%9e%e7%a4%be%e3%80%80%e5%a3%b2%e5%ba%97/,22.萩
萩本陣（売店）,山口県萩市椿東385－8　萩本陣,0838－25－0385,<strong>※2024年1月8日～2月4日まで改修工事による臨時休館日あり</strong></br>※詳細はHP（店舗URL）をご確認下さい,https://tabi-sake.com/shop/%e8%90%a9%e3%80%80%e8%90%a9%e6%9c%ac%e9%99%a3%ef%bc%88%e5%a3%b2%e5%ba%97%ef%bc%89/,22.萩
萩の宿　常茂恵,山口県萩市土原弘法寺 608-53,0838-22-0150,,https://tabi-sake.com/shop/%e8%90%a9%e3%80%80%e8%90%a9%e3%81%ae%e5%ae%bf%e3%80%80%e5%b8%b8%e8%8c%82%e6%81%b5/,22.萩
岩崎酒造,山口県萩市東田町58番地,0838-22-0024,,https://tabi-sake.com/shop/22%e3%80%80%e5%b2%a9%e5%b4%8e%e9%85%92%e9%80%a0/,22.萩
道の駅 萩往還,山口県萩市大字椿字鹿背ヶ坂1258,0838-22-9889,9:00～18:00,https://tabi-sake.com/shop/22michiekihagioukan/,22.萩
道の駅 阿武町,山口県阿武郡阿武町奈古2249　道の駅 阿武町,08388-2-0355,10:00〜18:00,https://tabi-sake.com/shop/22michiekiabuabucreation/,22.萩
あらせ～Hagind（あらせ土産品店）,山口県萩市南古萩町35-8　あらせ～Hagind,0838-22-2315,9:00～17:00,https://tabi-sake.com/shop/22arasehagind/,22.萩
道の駅 あさひ,山口県萩市大字佐々並2476-1　道の駅 あさひ,0838-56-0278,9:00～17:00,https://tabi-sake.com/shop/22michiekiasahi/,22.萩
SAKAYA,山口県萩市土原 522-1　SAKAYA,0838-22-8127,10:00～20:00,https://tabi-sake.com/shop/22hagisakaya/,22.萩
かしはらナビプラザ　物産コーナー,奈良県橿原市内膳町1-6-8　かしはらナビプラザ,0744-47-2270,10:00～18:00,https://tabi-sake.com/shop/%e9%a3%9b%e9%b3%a5%e3%80%80%e3%81%8b%e3%81%97%e3%81%af%e3%82%89%e3%83%8a%e3%83%93%e3%83%97%e3%83%a9%e3%82%b6%e3%80%80%e7%89%a9%e7%94%a3%e3%82%b3%e3%83%bc%e3%83%8a%e3%83%bc/,23.奈良（飛鳥）
喜多酒造,奈良県橿原市御坊町八番地,0744-22-2419,9：00~17：00（土日祝定休）,https://tabi-sake.com/shop/kitasyuzou_mise/,23.奈良（飛鳥）
道の駅 レスティ唐古・鍵,奈良県磯城郡田原本町唐古70-1　道の駅 レスティ唐古・鍵,074-433-9170,9:00～18:00,https://tabi-sake.com/shop/23karakokagi/,23.奈良（飛鳥）
逸品舎,長野県松本市大字島立字屋敷添８６３－１,0263-47-8550,8：30～20：00,https://tabi-sake.com/shop/24%e9%80%b8%e5%93%81%e8%88%8e/,24.信州
のもと酒店,長野県長野市松代町松代550　のもと酒店,026-278-2057,9:00～20:00（水曜日定休）,https://tabi-sake.com/shop/24nomotosaketen/,24.信州
みのわ温泉ながたの湯　売店,長野県上伊那郡箕輪町中箕輪2134-42　みのわ温泉ながたの湯,0265-70-1234,9:45～21:00（火曜日定休）,https://tabi-sake.com/shop/24minowa_nagatanoyu/,24.信州
道の駅 木曽ならかわ,長野県塩尻市木曽平沢2272-7　道の駅 木曽ならかわ,0264-34-3888,9:00～17:00、火曜日定休,https://tabi-sake.com/shop/24kisonarakwa/,24.信州
トンネルの駅,宮﨑県西臼杵郡高千穂町下野２２２１－２,０９８２－７３－４０５０,８：００～１８：００,https://tabi-sake.com/shop/%e9%ab%98%e5%8d%83%e7%a9%82%e3%80%80/,25.宮崎
千穂の家,宮﨑県西臼杵郡高千穂町向山６２－１　お食事・お土産 千穂の家,０９８２－７２－２１１５,９：００～１７：００,https://tabi-sake.com/shop/%e9%ab%98%e5%8d%83%e7%a9%82%e3%80%80%e5%8d%83%e7%a9%82%e3%81%ae%e5%ae%b6/,25.宮崎
みやげ品　安河原,宮﨑県西臼杵郡高千穂町大字岩戸1082　おみやげ品 安河原,0982-74-8757,10：00～17：00,https://tabi-sake.com/shop/25yasugawara/,25.宮崎
宮崎市「道の駅」フェニックス,宮崎県宮崎市内海381-1　道の駅フェニックス,0985-65-2773,9:00～17:00 年中無休,https://tabi-sake.com/shop/25michi_miyazakiphoenix/,25.宮崎
カコイ酒店,宮崎県都城市下長飯町463-4　カコイ酒店,0986-39-3937,8:00～19:00（日曜のみ10:00～正午まで）,https://tabi-sake.com/shop/25kakoisaketen/,25.宮崎
大阪屋,宮崎県宮崎市橘通西3丁目2-26　大阪屋,0985-25-3166,10:00～19:00,https://tabi-sake.com/shop/25oosakaya/,25.宮崎
道の駅 きたごう,宮崎県日南市北郷町郷之原乙1477-1　道の駅きたごう,0987-32-3256,9:00～18:00,https://tabi-sake.com/shop/25michinoekikitago/,25.宮崎
美郷物産館,徳島県吉野川市美郷字峠463-3　美郷物産館,0883-26-7888,10:00～17:00（休館日：年末年始）,https://tabi-sake.com/shop/%e5%90%89%e9%87%8e%e5%b7%9d%e3%80%80%e7%be%8e%e9%83%b7%e7%89%a9%e7%94%a3%e9%a4%a8/,26.吉野川
かずら橋夢舞台 ,徳島県三好市西祖谷山村今久保345-1　かずら橋夢舞台,0883-87-2200 ,4月～11月　9：00～18：00、12月～3月　9：00～17：00,https://tabi-sake.com/shop/26%e5%90%89%e9%87%8e%e5%b7%9d%e3%80%80%e3%81%8b%e3%81%9a%e3%82%89%e6%a9%8b%e3%80%80%e5%a4%a2%e8%88%9e%e5%8f%b0/,26.吉野川
徳長梅酒製造場,徳島県吉野川市美郷字峠32番地1,0883-30-0312,10:00〜17:00,https://tabi-sake.com/shop/%e5%be%b3%e9%95%b7%e6%a2%85%e9%85%92%e8%a3%bd%e9%80%a0%e5%a0%b4/,26.吉野川
徳島阿波おどり空港　スカイショップしらさぎ,徳島県板野郡松茂町豊久字朝日野16番地2　徳島阿波おどり空港,088-699-6410,6:15～20:10,https://tabi-sake.com/shop/26skyshopshirasagi/,26.吉野川
道の駅　貞光ゆうゆう館,徳島県美馬郡つるぎ町貞光字大須賀１１－１　道の駅 貞光ゆうゆう館,0883-62-5000,8:30～18:00（11月～3月は17:30）</br>第3水曜日定休（祝日の場合、翌日）,https://tabi-sake.com/shop/26tsurigi_yuyukan/,26.吉野川
土佐の地酒市場　西寅,高知県高知市帯屋町２－３－１　ひろめ市場内,088-872-6676,月～土　10：00～18：00　　日　9：00～17：00,https://tabi-sake.com/shop/%e6%a1%82%e6%b5%9c%e3%80%80%e5%9c%9f%e4%bd%90%e3%81%ae%e5%9c%b0%e9%85%92%e5%b8%82%e5%a0%b4%e3%80%80%e8%a5%bf%e5%af%85/,27.土佐
近藤印 高知酒店,高知県高知市杉井流19-11　近藤印高知酒店,088-885-6020,9:00～20:00　日曜定休,https://tabi-sake.com/shop/27kondoujirusisaketen/,27.土佐
道の駅　草津運動茶屋公園（特産ショップ）,群馬県吾妻郡草津町大字草津2-1　道の駅　草津運動茶屋公園,0279-88-0881 ,9：00～17：00 ,https://tabi-sake.com/shop/%e8%8d%89%e6%b4%a5%e3%80%80%e9%81%93%e3%81%ae%e9%a7%85%e3%80%80%e8%8d%89%e6%b4%a5%e9%81%8b%e5%8b%95%e8%8c%b6%e5%b1%8b%e5%85%ac%e5%9c%92%ef%bc%88%e7%89%b9%e7%94%a3%e3%82%b7%e3%83%a7%e3%83%83%e3%83%97/,28.草津
草津温泉 ホテルヴィレッジ,群馬県吾妻郡草津町大字草津618番地　ホテルヴィレッジ,0279-88-3232,,https://tabi-sake.com/shop/28kusatsuonsenhotelvilla/,28.草津
長野原・草津・六合ステーション,群馬県吾妻郡長野原町大字長野原1263−5,0279-82-1515,10:00～16:00,https://tabi-sake.com/shop/%e8%8d%89%e6%b4%a5%e3%80%80%e9%95%b7%e9%87%8e%e5%8e%9f%e3%83%bb%e8%8d%89%e6%b4%a5%e3%83%bb%e5%85%ad%e5%90%88%e3%82%b9%e3%83%86%e3%83%bc%e3%82%b7%e3%83%a7%e3%83%b3/,28.草津
浅間酒造観光センター,群馬県吾妻郡長野原町長野原1392－10,0279－82－2045,9:00～16:00,https://tabi-sake.com/shop/%e8%8d%89%e6%b4%a5%e3%80%80%e6%b5%85%e9%96%93%e9%85%92%e9%80%a0%e8%a6%b3%e5%85%89%e3%82%bb%e3%83%b3%e3%82%bf%e3%83%bc/,28.草津
ホテル一井　おみやげセンター,群馬県吾妻郡草津町411　ホテル一井おみやげセンター,0279-88-0011,7:30 ～ 21:30,https://tabi-sake.com/shop/28%e8%8d%89%e6%b4%a5%e3%80%80%e3%83%9b%e3%83%86%e3%83%ab%e4%b8%80%e4%ba%95/,28.草津
草津温泉ホテル櫻井,群馬県吾妻郡草津町465-4 ,0279-88-3211,7:00～10:00、15:00～21:30,https://tabi-sake.com/shop/28%e8%8d%89%e6%b4%a5%e3%80%80%e8%8d%89%e6%b4%a5%e6%b8%a9%e6%b3%89%e3%83%9b%e3%83%86%e3%83%ab%e6%ab%bb%e4%ba%95/,28.草津
土屋商店,群馬県吾妻郡草津町草津386,0279-88-2257,9:30～18:00　毎週 火曜日　定休,https://tabi-sake.com/shop/%e8%8d%89%e6%b4%a5%e3%80%80%e5%9c%9f%e5%b1%8b%e5%95%86%e5%ba%97-2/,28.草津
道の駅　あがつま峡,群馬県吾妻郡東吾妻町大字三島6441 道の駅　あがつま峡,0279-83-8088,9:00～18:00（12月～3月は9:00～17:00）,https://tabi-sake.com/shop/28agatsumakyou/,28.草津
入沢土産店,群馬県吾妻郡嬬恋村大字鎌原710-41　入沢土産店,0279-97-2366,8:00～17:30,https://tabi-sake.com/shop/28irisawamiyageten/,28.草津
草津温泉ホテルリゾート,群馬県吾妻郡草津町草津15-8　草津温泉ホテルリゾート,0279-88-2109,売店）7:00～10:00、16:00～21:00,https://tabi-sake.com/shop/28kusatsuhotelresort/,28.草津
西湖いやしの里　根場,山梨県南都留郡富士河口湖町西湖根場2710,0555-20-4677,9：00～17：00　3～11月（最終入場16：30）9：30～16：30　12～2月（最終入場16：00）定休日無し、臨時休館の場合あり,https://tabi-sake.com/shop/%e5%af%8c%e5%a3%ab%e5%b1%b1%e3%83%bb%e5%af%8c%e5%a3%ab%e4%ba%94%e6%b9%96%e3%80%80%e8%a5%bf%e6%b9%96%e7%99%92%e3%81%97%e3%81%ae%e9%83%b7%e3%80%80%e6%a0%b9%e5%a0%b4/,29.富士山・富士五湖
河口湖ハーブ館,山梨県南都留郡富士河口湖町船津6713-18　河口湖ハーブ館,0555-72-3082,9：00～18：00　年中無休（年末年始営業時間短縮あり）,https://tabi-sake.com/shop/%e5%af%8c%e5%a3%ab%e5%b1%b1%e3%83%bb%e5%af%8c%e5%a3%ab%e4%ba%94%e6%b9%96%e3%80%80%e6%b2%b3%e5%8f%a3%e6%b9%96%e3%83%8f%e3%83%bc%e3%83%96%e9%a4%a8/,29.富士山・富士五湖
GatewayFujiyama河口湖店,山梨県南都留郡富士河口湖町船津3641河口湖駅構内,0555-72-2214,8：00-20：00（年中無休）,https://tabi-sake.com/shop/%e5%af%8c%e5%a3%ab%e5%b1%b1%e3%83%bb%e5%af%8c%e5%a3%ab%e4%ba%94%e6%b9%96%e3%80%80gatewayfujiyama%e6%b2%b3%e5%8f%a3%e6%b9%96%e5%ba%97/,29.富士山・富士五湖
忍野しのびの里,山梨県南都留郡忍野村忍草2845　忍野しのびの里,0555-84-1122,10：00-16：30（季節により変動あり）,https://tabi-sake.com/shop/%e5%af%8c%e5%a3%ab%e5%b1%b1%e3%83%bb%e5%af%8c%e5%a3%ab%e4%ba%94%e6%b9%96%e3%80%80%e5%bf%8d%e9%87%8e%e3%81%97%e3%81%ae%e3%81%b3%e3%81%ae%e9%87%8c/,29.富士山・富士五湖
セブン-イレブン 山梨山中湖平野店,山梨県南都留郡山中湖村平野75　セブン-イレブン 山梨山中湖平野店,0555-65-7071,,https://tabi-sake.com/shop/29sevenyamanakakohirano/,29.富士山・富士五湖
セブン-イレブン 山梨鳴沢店,山梨県南都留郡鳴沢村鳴沢8531-45-19　セブン-イレブン 山梨鳴沢店,0555-85-3030,,https://tabi-sake.com/shop/29sevenyamanashinarusawa/,29.富士山・富士五湖
